neuron_id,x,y,z,oob_clipped,structure_id,structure_acronym,source_area,source_layer_raw,source_layer,tL1,tL23,tL4,tL5,tL6,tTotal,aL1,aL23,aL4,aL5,aL6,aTotal,axon_length_file,fT1,fT23,fT4,fT5,fT6,fA1,fA23,fA4,fA5,fA6,dTL1,dTL23,dTL4,dTL5,dTL6,connection_name,direction,expected_source_area,expected_target_area,cluster
231688_021,9393.6396484375,3397.3798828125,9961.8095703125,False,312782644,VISpor5,VISpor,5,5,13,0,0,0,0,13,15147.2757,415.6615,369.7345,563.399,0.0,16496.0707,data/axon_length_byNeuron_VISpor_to_VISp_FB.csv,1.0,0.0,0.0,0.0,0.0,0.9182353771071072,0.0251976066033713,0.0224134890498499,0.0341535272396716,0.0,0.0008582401388521,0.0,0.0,0.0,,VISpor_to_VISp_FB,FB,VISpor,VISp,1
231688_025,9487.3603515625,2702.580078125,9653.259765625,False,312782644,VISpor5,VISpor,5,5,87,0,0,9,4,100,20773.1653,298.378,930.0287,6193.1933,536.7289,28731.4942,data/axon_length_byNeuron_VISpor_to_VISp_FB.csv,0.87,0.0,0.0,0.09,0.04,0.7230102672488228,0.0103850498662892,0.0323696600506074,0.2155541670366729,0.0186808557976076,0.0041880954945272,0.0,0.0,0.001453208315006,0.0074525519307792,VISpor_to_VISp_FB,FB,VISpor,VISp,1
231688_015,9424.0400390625,2984.39990234375,9851.4404296875,False,312782644,VISpor5,VISpor,5,5,67,0,0,0,0,67,27575.0057,278.4619,408.1686,454.5293,0.0,28716.1655,data/axon_length_byNeuron_VISpor_to_VISp_FB.csv,1.0,0.0,0.0,0.0,0.0,0.9602607179569292,0.0096970432908251,0.014213896350472,0.0158283424017736,0.0,0.0024297365784406,0.0,0.0,0.0,,VISpor_to_VISp_FB,FB,VISpor,VISp,1
221478_836,8939.7001953125,1532.1199951171875,2065.199951171875,False,973,VISl2/3,VISl,2/3,2/3,14,14,3,9,1,41,2558.9129,4152.2072,831.8144,2768.7252,28.4404,10340.1001,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.3414634146341463,0.3414634146341463,0.073170731707317,0.2195121951219512,0.024390243902439,0.2474746738670353,0.4015635399893276,0.0804454881437753,0.2677658023832864,0.0027504956165753,0.0054710732827209,0.0033717007185961,0.0036065737741496,0.0032505934500108,0.0351612494901618,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_220,8963.6201171875,1595.6600341796875,9335.2998046875,False,973,VISl2/3,VISl,2/3,2/3,1,2,0,0,2,5,38.7694,275.6149,0.0,389.2263,2058.1354,2761.746,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.2,0.4,0.0,0.0,0.4,0.0140380034948905,0.0997973383504493,0.0,0.1409348651179362,0.7452297930367239,0.0257935382028094,0.0072565017348481,,0.0,0.0009717533647203,VISl_to_VISp_FB,FB,VISl,VISp,3
221481_226,8876.8798828125,1795.5,9577.5302734375,False,973,VISl2/3,VISl,2/3,2/3,0,0,1,0,0,1,0.0,0.0,37.4935,0.0,0.0,37.4935,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0266712896902129,,,VISl_to_VISp_FB,FB,VISl,VISp,6
221481_558,8742.4599609375,1680.969970703125,1834.6600341796875,False,973,VISl2/3,VISl,2/3,2/3,58,32,2,8,0,100,12941.0716,7536.7843,940.0608,1968.8237,149.9545,23536.6949,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.58,0.32,0.02,0.08,0.0,0.5498253537713148,0.3202142158030863,0.0399402211735344,0.0836491150675535,0.006371094184511,0.0044818545011372,0.0042458426201742,0.0021275219645367,0.0040633399526834,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_607,9077.759765625,1801.1199951171875,1838.3199462890625,False,973,VISl2/3,VISl,2/3,2/3,6,8,1,8,0,23,397.2733,2733.0999,921.7478,3030.4273,1820.5206,8903.0689,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.2608695652173913,0.3478260869565217,0.0434782608695652,0.3478260869565217,0.0,0.0446220628484634,0.3069840221050069,0.1035314687949904,0.3403800795026982,0.2044823667488409,0.0151029530552393,0.0029270792479996,0.0010848954562191,0.0026398917406796,0.0,VISl_to_VISp_FB,FB,VISl,VISp,4
221701_063,9009.6201171875,1421.5999755859375,2110.02001953125,False,973,VISl2/3,VISl,2/3,2/3,12,8,3,2,0,25,1968.1911,3162.5543,2061.9506,454.9051,273.7459,7921.347,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.48,0.32,0.12,0.08,0.0,0.2484667191072427,0.3992445098036988,0.260303026745325,0.0574277455589308,0.0345579987848026,0.0060969689376199,0.0025296008356283,0.0014549330134291,0.0043965213843502,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221701_064,8970.3203125,1479.1400146484375,2115.02001953125,False,973,VISl2/3,VISl,2/3,2/3,4,1,3,3,0,11,347.1431,1842.0371,1381.2842,965.9162,648.4399,5184.8205,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.3636363636363636,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.0,0.0669537354282563,0.3552749993948682,0.266409261419947,0.1862969412345133,0.1250650625224152,0.0115226256837598,0.0005428772308657,0.0021718919249203,0.0031058594938153,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221701_065,8685.1796875,1456.8699951171875,2171.080078125,False,973,VISl2/3,VISl,2/3,2/3,31,14,2,0,0,47,4155.4136,4013.5997,355.2015,1113.639,114.2136,9752.067399999998,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6595744680851063,0.2978723404255319,0.0425531914893617,0.0,0.0,0.4261059147314753,0.4115639828330145,0.0364231998642667,0.114195170554297,0.0117117320169464,0.0074601478899717,0.0034881405836262,0.00563060685273,0.0,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221701_066,8724.7001953125,1441.5899658203125,2061.320068359375,False,973,VISl2/3,VISl,2/3,2/3,5,20,8,6,0,39,402.121,2673.6748,1670.6251,1205.107,0.0,5951.5279,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.1282051282051282,0.5128205128205128,0.2051282051282051,0.1538461538461538,0.0,0.0675660110742318,0.4492417484928533,0.2807052454547007,0.2024869949782139,0.0,0.0124340683525605,0.0074803412890752,0.0047886267242123,0.0049788110101426,,VISl_to_VISp_FB,FB,VISl,VISp,4
221751_096,8631.900390625,1643.27001953125,1750.52001953125,False,973,VISl2/3,VISl,2/3,2/3,53,8,1,7,0,69,13494.2459,3502.9442,1369.2902,2481.5259,2066.789,22914.7952,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.7681159420289855,0.1159420289855072,0.0144927536231884,0.1014492753623188,0.0,0.5888879120333573,0.152868230740286,0.059755724982434,0.1082936102348407,0.0901945220090817,0.003927599985413,0.002283793158909,0.0007303053801159,0.002820845029262,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
230110_031,9113.2001953125,1856.6800537109373,9662.4404296875,False,973,VISl2/3,VISl,2/3,2/3,0,1,0,0,0,1,0.0,120.6144,727.938,0.0,1629.6922,2478.2446,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0486692879306586,0.2937312967412498,0.0,0.6575994153280915,,0.0082908840072163,0.0,,0.0,VISl_to_VISp_FB,FB,VISl,VISp,4
231570_001,8976.580078125,1446.8299560546875,9276.8203125,False,973,VISl2/3,VISl,2/3,2/3,8,8,2,1,0,19,1587.224,1744.5461,683.4498,422.8764,0.0,4438.096299999999,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.4210526315789473,0.4210526315789473,0.1052631578947368,0.0526315789473684,0.0,0.3576362234411183,0.3930843276203809,0.1539961627240941,0.0952832862144068,0.0,0.0050402463672424,0.004585720033423,0.0029263305073759,0.0023647571725449,,VISl_to_VISp_FB,FB,VISl,VISp,1
231570_007,9033.5400390625,1354.9000244140625,9296.6396484375,False,421,VISl1,VISl,1,1,2,3,2,1,0,8,203.6644,786.4348,546.9613,594.9419,0.0,2132.0024000000003,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.25,0.375,0.25,0.125,0.0,0.0955272845846702,0.3688714421709844,0.2565481633604164,0.2790531098839288,0.0,0.0098200765573168,0.0038146836838858,0.0036565658301601,0.0016808363976381,,VISl_to_VISp_FB,FB,VISl,VISp,4
233668_074,9890.580078125,1856.780029296875,9200.419921875,False,973,VISl2/3,VISl,2/3,2/3,3,2,0,1,0,6,846.8375,1215.6869,287.1734,683.2043,0.0,3032.9021,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5,0.3333333333333333,0.0,0.1666666666666666,0.0,0.2792168926257132,0.4008328854399883,0.0946860104716205,0.2252642114626779,0.0,0.0035425922919096,0.0016451604438609,0.0,0.001463691021851,,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_079,9950.6396484375,1847.2099609375,9289.9599609375,False,421,VISl1,VISl,1,1,1,0,0,1,0,2,71.3305,26.0791,0.0,547.7253,483.6269,1128.7617999999998,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5,0.0,0.0,0.5,0.0,0.0631935807891443,0.0231041659985304,0.0,0.4852443624509618,0.4284578907613635,0.0140192484280917,0.0,,0.0018257327167468,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_082,9774.1796875,1922.1300048828125,9398.580078125,False,973,VISl2/3,VISl,2/3,2/3,0,0,0,3,1,4,0.0,0.0,0.0,1628.5197,3189.9179,4818.4376,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.3379767126173845,0.6620232873826154,,,,0.0018421637760967,0.0003134876919559,VISl_to_VISp_FB,FB,VISl,VISp,5
233668_083,9616.599609375,1807.3699951171875,9363.400390625,False,973,VISl2/3,VISl,2/3,2/3,5,0,0,3,0,8,367.1099,588.1619,137.6211,1133.2508,1964.1544,4190.2981,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.625,0.0,0.0,0.375,0.0,0.0876094948948858,0.1403627823041993,0.0328427946450874,0.2704463436622802,0.4687385844935471,0.0136198996540273,0.0,0.0,0.0026472516057345,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_084,9603.51953125,1777.0999755859375,9396.66015625,False,973,VISl2/3,VISl,2/3,2/3,1,1,0,1,0,3,185.3216,293.6944,0.0,333.8528,0.0,812.8688,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2279846390955096,0.3613060311823999,0.0,0.4107093297220904,0.0,0.0053960250720908,0.0034048997869894,,0.0029953320744951,,VISl_to_VISp_FB,FB,VISl,VISp,4
233668_085,9577.7197265625,1835.22998046875,9523.73046875,False,421,VISl1,VISl,1,1,2,0,0,0,0,2,137.6021,293.837,0.0,0.0,1353.857,1785.2961,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,1.0,0.0,0.0,0.0,0.0,0.0770752257846751,0.1645872637037632,0.0,0.0,0.7583375105115616,0.0145346618983285,0.0,,,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_086,9507.1201171875,1746.2900390625,9432.8095703125,False,973,VISl2/3,VISl,2/3,2/3,0,0,0,0,1,1,0.0,0.0,0.0,0.0,65.0565,65.0565,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0153712542174878,VISl_to_VISp_FB,FB,VISl,VISp,3
233668_087,9448.240234375,1623.6199951171875,9357.4404296875,False,421,VISl1,VISl,1,1,4,1,0,0,0,5,1278.8598,495.7002,117.0275,562.6268,0.0,2454.2143,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.8,0.2,0.0,0.0,0.0,0.5210872579464638,0.201979183317447,0.0476843036893722,0.229249255046717,0.0,0.0031277861732771,0.0020173483892078,0.0,0.0,,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_088,9413.919921875,1648.030029296875,9429.4697265625,False,421,VISl1,VISl,1,1,2,2,0,0,0,4,1766.8053,165.6782,144.8554,306.2361,774.4283,3158.0033000000003,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5,0.5,0.0,0.0,0.0,0.559469111384399,0.0524629597442155,0.0458692997565898,0.0969714312838115,0.2452271978309839,0.001131986642784,0.0120715942109462,0.0,0.0,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_089,9366.099609375,1689.5999755859375,9404.080078125,False,973,VISl2/3,VISl,2/3,2/3,16,6,0,4,0,26,4549.7781,3288.2818,1035.9625,1863.1365,2489.2806,13226.4395,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6153846153846154,0.2307692307692307,0.0,0.1538461538461538,0.0,0.3439911474286031,0.2486142850462515,0.0783251229478651,0.1408645539111262,0.1882048906661539,0.0035166550210437,0.0018246611345779,0.0,0.0021469173085278,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_090,9384.8603515625,1818.239990234375,9483.6201171875,False,973,VISl2/3,VISl,2/3,2/3,16,5,1,0,0,22,2984.7239,2153.4103,286.9986,55.2746,0.0,5480.4074,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.7272727272727273,0.2272727272727272,0.0454545454545454,0.0,0.0,0.5446171574762854,0.3929288724046318,0.0523681140931238,0.0100858560259589,0.0,0.005360629839162,0.0023218984324538,0.0034843375542598,0.0,,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_091,9338.2001953125,1759.6099853515625,9505.41015625,False,973,VISl2/3,VISl,2/3,2/3,10,2,0,6,1,19,2732.6062,891.6809,174.9641,3098.4331,1850.1499,8747.834200000001,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5263157894736842,0.1052631578947368,0.0,0.3157894736842105,0.0526315789473684,0.3123751705307812,0.1019316186856856,0.0200008477526928,0.3541943101756546,0.2114980528551855,0.0036595101043099,0.0022429548507767,0.0,0.0019364626591421,0.0005404967456961,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_092,9268.400390625,1716.0899658203125,9455.2099609375,False,973,VISl2/3,VISl,2/3,2/3,28,3,2,0,0,33,5547.531300000001,1580.4911000000002,834.0502,597.4783,888.2529999999999,9447.8039,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.8484848484848485,0.0909090909090909,0.0606060606060606,0.0,0.0,0.5871768041248189,0.1672866114420516,0.0882797959005055,0.0632399133517155,0.0940168751809084,0.005047290134262,0.0018981441907518,0.0023979371985043,0.0,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233668_093,9308.33984375,1621.3299560546875,9404.0595703125,False,973,VISl2/3,VISl,2/3,2/3,2,1,1,1,0,5,203.2204,772.8754,41.0233,1348.722,1090.3188,3456.1599,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.4,0.2,0.2,0.2,0.0,0.0587994785773655,0.2236225818139953,0.0118696186481418,0.3902371530900523,0.3154711678704449,0.0098415316572548,0.0012938696198636,0.0243763909778101,0.000741442639773,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_037,9570.66015625,1978.719970703125,9631.73046875,False,973,VISl2/3,VISl,2/3,2/3,1,0,0,0,0,1,256.3684,236.2531,146.285,126.8003,0.0,765.7067999999999,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,1.0,0.0,0.0,0.0,0.0,0.3348127507813696,0.308542512617101,0.1910457109692639,0.1655990256322655,0.0,0.0039006367399414,0.0,0.0,0.0,,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_038,9511.900390625,1997.8299560546875,9567.98046875,False,973,VISl2/3,VISl,2/3,2/3,4,0,2,0,0,6,721.5798,245.8371,353.0971,41.8031,212.5196,1574.8367,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.4581934114184664,0.1561032327986768,0.2242118817779646,0.0265444029847666,0.1349470710201254,0.0055433924286683,0.0,0.0056641643332669,0.0,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_039,9575.0400390625,1995.8499755859373,9526.150390625,False,973,VISl2/3,VISl,2/3,2/3,44,1,0,4,1,50,10763.6439,1614.7696,1443.9077,4072.0377,3442.498,21336.8569,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.88,0.02,0.0,0.08,0.02,0.5044624871622961,0.0756798251761251,0.0676719962442078,0.1908452458150009,0.1613404456023698,0.0040878349756628,0.0006192833949809,0.0,0.0009823091765579,0.0002904867337613,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_040,9438.919921875,1813.949951171875,9393.5,False,973,VISl2/3,VISl,2/3,2/3,35,4,0,3,0,42,5126.7405,1657.3426,732.0461,1454.118,461.8654,9432.1126,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.8333333333333334,0.0952380952380952,0.0,0.0714285714285714,0.0,0.5435410620522066,0.1757127666181593,0.0776121035705192,0.1541667346083209,0.0489673331507938,0.0068269497939285,0.0024135021932097,0.0,0.0020631062953625,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_041,9610.7001953125,1993.3900146484373,9415.580078125,False,973,VISl2/3,VISl,2/3,2/3,27,17,0,1,0,45,5545.2862,6544.9745,787.2459,419.0538,1005.8389,14302.3993,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6,0.3777777777777777,0.0,0.0222222222222222,0.0,0.3877171993093494,0.4576137445694164,0.0550429255600492,0.0292995455664561,0.0703265849947288,0.0048690002690934,0.0025974127171924,0.0,0.0023863284380191,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_042,9575.9404296875,1989.800048828125,9417.580078125,False,973,VISl2/3,VISl,2/3,2/3,11,1,0,0,0,12,3147.9768,58.319,0.0,0.0,0.0,3206.2958,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.9166666666666666,0.0833333333333333,0.0,0.0,0.0,0.9818110980278238,0.0181889019721761,0.0,0.0,0.0,0.0034943078360679,0.0171470704230182,,,,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_043,9607.0595703125,1825.75,9336.5,False,973,VISl2/3,VISl,2/3,2/3,7,4,2,6,0,19,1318.4402,766.5312,1713.0527,1384.1271,0.0,5182.151199999999,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.3684210526315789,0.2105263157894736,0.1052631578947368,0.3157894736842105,0.0,0.2544194773784293,0.1479175675152049,0.3305678730485518,0.2670950820578142,0.0,0.0053093041307447,0.0052183133576298,0.0011675064053779,0.0043348620224255,,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_045,9524.9404296875,1613.9200439453125,9296.5595703125,False,421,VISl1,VISl,1,1,11,6,2,10,1,30,2593.7371,838.4153,882.2852,5173.958,53.1008,9541.4964,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.3666666666666666,0.2,0.0666666666666666,0.3333333333333333,0.0333333333333333,0.2718375599869219,0.087870420409109,0.092468221232049,0.5422585497176312,0.0055652486542886,0.0042409849479347,0.0071563579529142,0.0022668406995833,0.0019327563153778,0.01883210799084,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_046,9491.4404296875,1679.5400390625,9272.259765625,False,973,VISl2/3,VISl,2/3,2/3,23,8,4,8,0,43,3582.8477,4101.5816,1592.8153,2938.6551,227.6561,12443.5558,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5348837209302325,0.1860465116279069,0.0930232558139534,0.1860465116279069,0.0,0.2879279650917786,0.3296149160194227,0.1280032271804494,0.2361587915248469,0.0182951001835022,0.0064194746541975,0.0019504671076152,0.0025112767312066,0.0027223337641766,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_048,9241.2197265625,1700.27001953125,9387.7998046875,False,973,VISl2/3,VISl,2/3,2/3,47,22,5,5,0,79,7958.4631,9173.2126,3230.7182,5137.7163,1803.1955,27303.3057,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5949367088607594,0.2784810126582278,0.0632911392405063,0.0632911392405063,0.0,0.2914834997434029,0.3359744311107354,0.1183269980381899,0.1881719509150864,0.0660431201925853,0.0059056628659872,0.0023982873786224,0.0015476434930165,0.0009731950360902,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_049,9326.8603515625,1563.8399658203125,9295.3203125,False,973,VISl2/3,VISl,2/3,2/3,16,5,8,8,1,38,1907.6041,1544.3846,2458.8223,2060.9767,396.3246,8368.1123,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.4210526315789473,0.131578947368421,0.2105263157894736,0.2105263157894736,0.0263157894736842,0.2279611018126513,0.1845559123292358,0.2938323736405879,0.2462893214279641,0.0473612907895607,0.0083874845938945,0.0032375355206209,0.0032535901435414,0.0038816547513613,0.0025231842787452,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_050,9193.16015625,1707.75,9481.0,False,973,VISl2/3,VISl,2/3,2/3,6,2,10,7,0,25,711.6682,616.4686,1740.6762,2734.4821,586.839,6390.1341,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.24,0.08,0.4,0.28,0.0,0.111369838075855,0.0964719347595537,0.2724005745043754,0.4279224907032858,0.0918351619569298,0.0084308951840197,0.0032442852725994,0.0057448938521707,0.0025598997338472,0.0,VISl_to_VISp_FB,FB,VISl,VISp,6
233795_053,9157.4404296875,1928.719970703125,9612.58984375,False,973,VISl2/3,VISl,2/3,2/3,35,15,0,4,0,54,7987.0993,3490.9644,1152.7795,1949.1951,1193.5377,15773.576,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6481481481481481,0.2777777777777778,0.0,0.074074074074074,0.0,0.50635945203548,0.2213172460068661,0.0730829521473127,0.1235734433333316,0.0756669064770094,0.0043820664656066,0.0042968069224653,0.0,0.002052129107035,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_055,8871.2197265625,1507.6500244140625,9533.08984375,False,421,VISl1,VISl,1,1,20,1,0,0,0,21,3908.8924,1014.6357,546.7919999999999,1174.6891,1292.8075,7937.8167,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.9523809523809524,0.0476190476190476,0.0,0.0,0.0,0.4924392371015572,0.1278230196472035,0.0688844326677384,0.1479864230173014,0.1628668875661993,0.0051165388947518,0.0009855754139145,0.0,0.0,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_082,9870.7001953125,1774.1500244140625,9254.400390625,False,421,VISl1,VISl,1,1,18,8,2,8,0,36,2901.8821,2492.8056,1162.0609,1106.1562,0.0,7662.9048,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5,0.2222222222222222,0.0555555555555555,0.2222222222222222,0.0,0.3786921768883256,0.3253081781728516,0.1516475710359862,0.1443520739028364,0.0,0.0062028708885174,0.0032092354092914,0.0017210801946782,0.0072322516476425,,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_128,9672.8203125,2048.5400390625,9564.4599609375,False,973,VISl2/3,VISl,2/3,2/3,4,0,0,0,0,4,1088.7458,571.0503,292.5486,724.2267,0.0,2676.5714000000003,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,1.0,0.0,0.0,0.0,0.0,0.4067688237272504,0.2133514166668596,0.1092997556500827,0.270580003955807,0.0,0.0036739521750623,0.0,0.0,0.0,,VISl_to_VISp_FB,FB,VISl,VISp,1
233795_135,9587.1796875,1839.4100341796875,9238.51953125,False,973,VISl2/3,VISl,2/3,2/3,10,3,3,1,0,17,1252.6042,1167.8001,1052.0802,1115.228,0.0,4587.712500000001,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5882352941176471,0.1764705882352941,0.1764705882352941,0.0588235294117647,0.0,0.2730345896784072,0.254549538577232,0.2293256606642199,0.2430902110801407,0.0,0.0079833677709207,0.0025689328164983,0.002851493640884,0.0008966776300451,,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_221,8795.7001953125,1711.780029296875,9289.740234375,False,573,VISl4,VISl,4,4,48,2,4,5,0,59,11300.3071,2978.938,1691.6672,2690.1910000000003,447.7077000000001,19108.811,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.8135593220338984,0.0338983050847457,0.0677966101694915,0.0847457627118644,0.0,0.5913663126397556,0.155893425289517,0.0885281245389888,0.1407827519985414,0.0234293855331972,0.0042476721716704,0.0006713802032804,0.0023645312742364,0.0018586040916797,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_223,8860.6796875,1781.06005859375,9428.009765625,False,573,VISl4,VISl,4,4,25,7,4,3,0,39,4404.3859,2706.0006,1218.6758,2771.1867,205.6751,11305.924100000002,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.6410256410256411,0.1794871794871795,0.1025641025641025,0.0769230769230769,0.0,0.3895644319777451,0.2393436021740141,0.107790905831395,0.245109260905086,0.0181917991117594,0.0056761602111204,0.0025868434766791,0.0032822511122318,0.0010825687060348,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_225,8922.4599609375,1905.3900146484373,9461.6201171875,False,573,VISl4,VISl,4,4,10,1,0,0,0,11,1002.2837,70.1638,0.0,0.0,42.982,1115.4295,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.9090909090909092,0.0909090909090909,0.0,0.0,0.0,0.898563019895027,0.0629029445608171,0.0,0.0,0.0385340355441558,0.0099772150340267,0.0142523637545286,,,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_550,9411.080078125,1857.02001953125,2252.719970703125,False,573,VISl4,VISl,4,4,69,6,12,2,1,90,14226.4506,2776.6956,4204.6535,3440.0206000000003,4273.3552,28921.1755,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.7666666666666667,0.0666666666666666,0.1333333333333333,0.0222222222222222,0.0111111111111111,0.491904300362895,0.0960090851078995,0.145383215837821,0.1189447019537639,0.1477586967376205,0.0048501205212774,0.0021608418294032,0.0028539807144631,0.0005813918672463,0.0002340081629535,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_593,8667.4599609375,1537.989990234375,2270.1201171875,False,573,VISl4,VISl,4,4,28,0,12,13,1,54,9298.7076,1371.3827,4031.7358,6045.5906,2909.6448,23657.061500000003,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.5185185185185185,0.0,0.2222222222222222,0.2407407407407407,0.0185185185185185,0.3930626633404998,0.057969274839988,0.1704242008247727,0.2555512061377529,0.1229926548569863,0.0030111711438264,0.0,0.0029763855062129,0.0021503275461623,0.0003436845624593,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_603,9060.759765625,1773.2099609375,2048.1201171875,False,573,VISl4,VISl,4,4,36,0,2,2,0,40,6685.0695,1321.6087,1116.5263,2436.7985,1314.6545,12874.6575,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.9,0.0,0.05,0.05,0.0,0.5192425118881803,0.1026519501586741,0.0867227963151641,0.1892709378870855,0.1021118037508959,0.0053851347394368,0.0,0.0017912699414245,0.000820749027874,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
221481_604,9010.51953125,1812.6500244140625,1989.9000244140625,False,573,VISl4,VISl,4,4,91,2,0,1,0,94,13150.6395,1033.9336,305.3804,1987.3961,304.7646,16782.1142,data/axon_length_byNeuron_VISl_to_VISp_FB.csv,0.9680851063829788,0.0212765957446808,0.0,0.0106382978723404,0.0,0.7836104166184258,0.0616092577894625,0.0181967776145868,0.1184234641902269,0.0181600837872977,0.006919815572467,0.0019343601948906,0.0,0.0005031709582201,0.0,VISl_to_VISp_FB,FB,VISl,VISp,1
